case_number,court_id,state,district,judge_id,case_type,case_category,bench_type,current_stage,stage_index,filing_date,case_age_days,stage_age_days,hearings_held,adjournments,adjournment_rate,stagnation_flag,is_undertrial,district_avg_disposal_days,statutory_deadline_days,days_beyond_statutory,disposal_days,delay_risk_score,delay_risk_label,case_age_normalized,hearing_density,stage_completion_ratio,case_type_enc,case_category_enc,bench_type_enc,current_stage_enc,state_enc,legal_urgency_score,urgency_flags,predicted_disposal_days,ml_delay_risk_score,ml_delay_risk_label,priority_score,priority_label,priority_emoji,court_rank,docket_label
CASE/4593/2016,UTT-LUC-18,Uttar Pradesh,Lucknow,JDG-512,Criminal,General_Civil,Sessions,Execution,7,2021-10-28,1160,4,21,7,0.3333333333333333,0,0,884,2190,0,49,33.3,Medium,0.5296803652968036,0.5431034482758621,1.0,2,1,3,3,8,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 3+ years,49,33.3,Medium,38.91,Medium,🟡,15,[#15] 🟡 Medium
CASE/4563/2017,UTT-LUC-19,Uttar Pradesh,Lucknow,JDG-230,Execution,Motor_Accident,Full_Bench,Judgment,6,2016-01-06,3282,153,92,28,0.30434782608695654,1,0,598,1825,1457,53,66.7,High,1.7983561643835617,0.8409506398537476,0.8571428571428571,3,4,1,5,8,60.0,⚠️ STATUTORY DEADLINE BREACHED (3282d > 1825d); 🟥 Critical stagnation: 153d in 'Judgment' stage (limit 60d); 📛 Aged case: 8+ years pending,53,66.7,High,78.58,Critical,🔴,1,[#1] 🔴 Critical
CASE/8776/2020,UTT-LUC-19,Uttar Pradesh,Lucknow,JDG-492,Writ,SC_ST,Full_Bench,Arguments,5,2019-08-11,1969,20,44,19,0.4318181818181818,0,0,232,730,1239,46,66.7,High,2.697260273972603,0.6703910614525139,0.7142857142857143,5,8,1,1,8,63.0,⚠️ STATUTORY DEADLINE BREACHED (1969d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 5+ years pending,46,66.7,High,76.94,Critical,🔴,2,[#2] 🔴 Critical
CASE/2161/2021,UTT-LUC-19,Uttar Pradesh,Lucknow,JDG-755,Writ,NDPS,Sessions,Judgment,6,2018-12-19,2204,91,54,24,0.4444444444444444,1,0,453,1095,1109,52,66.7,High,2.012785388127854,0.73502722323049,0.8571428571428571,5,5,3,5,8,55.0,⚠️ STATUTORY DEADLINE BREACHED (2204d > 1095d); 🟠 Stagnation detected: 91d in 'Judgment' stage; 📛 Aged case: 6+ years pending,52,66.7,High,74.62,High,🟠,3,[#3] 🟠 High
CASE/7089/2023,UTT-LUC-19,Uttar Pradesh,Lucknow,JDG-409,Revision,General_Civil,Full_Bench,Execution,7,2017-10-04,2645,471,59,21,0.3559322033898305,1,0,845,2190,455,54,66.7,High,1.2077625570776256,0.6691871455576559,1.0,4,1,1,3,8,60.0,⚠️ STATUTORY DEADLINE BREACHED (2645d > 2190d); 🟥 Critical stagnation: 471d in 'Execution' stage (limit 120d); 📛 Aged case: 7+ years pending,54,66.7,High,74.18,High,🟠,4,[#4] 🟠 High
CASE/9594/2018,UTT-LUC-19,Uttar Pradesh,Lucknow,JDG-110,Execution,POCSO,Division_Bench,Execution,7,2017-03-24,2839,18,69,27,0.391304347826087,0,0,162,365,2474,49,33.3,Medium,7.778082191780822,0.7291299753434307,1.0,3,6,0,3,8,65.0,⚠️ STATUTORY DEADLINE BREACHED (2839d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 7+ years pending,49,33.3,Medium,72.74,High,🟠,5,[#5] 🟠 High
CASE/6250/2023,UTT-LUC-19,Uttar Pradesh,Lucknow,JDG-590,Execution,Commercial,Full_Bench,Execution,7,2020-03-16,1751,67,39,17,0.4358974358974359,1,0,259,365,1386,51,66.7,High,4.7972602739726025,0.6681896059394632,1.0,3,0,1,3,8,50.0,⚠️ STATUTORY DEADLINE BREACHED (1751d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Long-pending: 4+ years,51,66.7,High,71.71,High,🟠,6,[#6] 🟠 High
CASE/6730/2015,UTT-LUC-19,Uttar Pradesh,Lucknow,JDG-522,Criminal,Senior_Citizen,Magistrate,Execution,7,2017-04-19,2813,4,62,23,0.3709677419354839,0,0,115,180,2633,48,33.3,Medium,15.627777777777778,0.661215783860647,1.0,2,9,2,3,8,60.0,⚠️ STATUTORY DEADLINE BREACHED (2813d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 7+ years pending,48,33.3,Medium,70.94,High,🟠,7,[#7] 🟠 High
CASE/9565/2018,UTT-LUC-19,Uttar Pradesh,Lucknow,JDG-804,Writ,General_Civil,Magistrate,Execution,7,2015-08-20,3421,41,78,25,0.32051282051282054,0,0,1154,2190,1231,52,33.3,High,1.5621004566210046,0.6840105232388191,1.0,5,1,2,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (3421d > 2190d); 📛 Aged case: 9+ years pending,52,33.3,Medium,66.94,High,🟠,8,[#8] 🟠 High
CASE/8408/2017,UTT-LUC-19,Uttar Pradesh,Lucknow,JDG-296,Civil,General_Criminal,Division_Bench,Arguments,5,2015-10-15,3365,12,71,21,0.29577464788732394,0,0,519,730,2635,47,33.3,Medium,4.609589041095891,0.6329866270430906,0.7142857142857143,1,2,0,1,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (3365d > 730d); 📛 Aged case: 9+ years pending,47,33.3,Medium,66.82,High,🟠,9,[#9] 🟠 High
CASE/1940/2015,UTT-LUC-19,Uttar Pradesh,Lucknow,JDG-842,Appeal,POCSO,Division_Bench,Judgment,6,2022-12-07,755,16,29,11,0.3793103448275862,0,0,145,365,390,45,33.3,High,2.0684931506849313,1.1523178807947019,0.8571428571428571,0,6,0,5,8,55.0,⚠️ STATUTORY DEADLINE BREACHED (755d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35),45,33.3,Medium,59.92,High,🟠,10,[#10] 🟠 High
CASE/8840/2023,UTT-LUC-19,Uttar Pradesh,Lucknow,JDG-880,Civil,Matrimonial,Full_Bench,Execution,7,2020-09-13,1570,10,36,11,0.3055555555555556,0,0,516,1825,0,47,33.3,Medium,0.8602739726027397,0.6878980891719745,1.0,1,3,1,3,8,30.0,🔔 Approaching statutory deadline (86% elapsed); 📛 Long-pending: 4+ years,47,33.3,Medium,49.14,Medium,🟡,11,[#11] 🟡 Medium
CASE/1146/2020,UTT-LUC-19,Uttar Pradesh,Lucknow,JDG-735,Appeal,Motor_Accident,Division_Bench,Execution,7,2021-11-24,1133,176,17,6,0.35294117647058826,1,0,628,1825,0,51,33.3,Medium,0.6208219178082192,0.45013239187996473,1.0,0,4,0,3,8,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 3+ years,51,33.3,Medium,40.05,Medium,🟡,12,[#12] 🟡 Medium
CASE/2172/2020,UTT-LUC-19,Uttar Pradesh,Lucknow,JDG-987,Writ,Matrimonial,Division_Bench,Execution,7,2023-09-01,487,102,9,0,0.0,1,0,662,1825,0,116,33.3,Medium,0.26684931506849313,0.5544147843942505,1.0,5,3,0,3,8,0.0,No urgent flags,116,33.3,Medium,20.82,Low,🟢,13,[#13] 🟢 Low
CASE/3173/2024,UTT-LUC-20,Uttar Pradesh,Lucknow,JDG-362,Revision,SC_ST,Sessions,Judgment,6,2016-05-31,3136,25,75,29,0.38666666666666666,0,0,178,730,2406,48,33.3,High,4.295890410958904,0.7174744897959184,0.8571428571428571,4,8,3,5,8,63.0,⚠️ STATUTORY DEADLINE BREACHED (3136d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 8+ years pending,48,33.3,Medium,72.65,High,🟠,1,[#1] 🟠 High
CASE/8764/2024,UTT-LUC-20,Uttar Pradesh,Lucknow,JDG-738,Appeal,Senior_Citizen,Single_Judge,Arguments,5,2015-08-11,3430,3,90,28,0.3111111111111111,0,0,92,180,3250,52,33.3,Medium,19.055555555555557,0.7871720116618076,0.7142857142857143,0,9,4,1,8,60.0,⚠️ STATUTORY DEADLINE BREACHED (3430d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 9+ years pending,52,33.3,Medium,72.21,High,🟠,2,[#2] 🟠 High
CASE/9441/2022,UTT-LUC-20,Uttar Pradesh,Lucknow,JDG-613,Writ,POCSO,Magistrate,Arguments,5,2017-12-20,2568,14,60,22,0.36666666666666664,0,0,110,365,2203,46,33.3,High,7.035616438356165,0.7009345794392524,0.7142857142857143,5,6,2,1,8,65.0,⚠️ STATUTORY DEADLINE BREACHED (2568d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 7+ years pending,46,33.3,Medium,72.19,High,🟠,3,[#3] 🟠 High
CASE/8594/2020,UTT-LUC-20,Uttar Pradesh,Lucknow,JDG-231,Execution,Motor_Accident,Full_Bench,Arguments,5,2019-09-30,1919,172,50,16,0.32,1,0,997,1825,94,52,66.7,High,1.0515068493150685,0.781657113079729,0.7142857142857143,3,4,1,1,8,55.0,⚠️ STATUTORY DEADLINE BREACHED (1919d > 1825d); 🟠 Stagnation detected: 172d in 'Arguments' stage; 📛 Aged case: 5+ years pending,52,66.7,High,68.75,High,🟠,4,[#4] 🟠 High
CASE/9460/2022,UTT-LUC-20,Uttar Pradesh,Lucknow,JDG-355,Writ,NDPS,Single_Judge,Execution,7,2018-12-24,2199,22,56,19,0.3392857142857143,0,0,358,1095,1104,47,33.3,Medium,2.0082191780821916,0.7639836289222374,1.0,5,5,4,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (2199d > 1095d); 📛 Aged case: 6+ years pending,47,33.3,Medium,64.43,High,🟠,5,[#5] 🟠 High
CASE/3278/2017,UTT-LUC-20,Uttar Pradesh,Lucknow,JDG-129,Revision,Commercial,Full_Bench,Execution,7,2022-07-09,906,20,21,5,0.23809523809523808,0,0,262,365,541,46,33.3,Medium,2.4821917808219176,0.695364238410596,1.0,4,0,1,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (906d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months),46,33.3,Medium,57.97,High,🟠,6,[#6] 🟠 High
CASE/2389/2020,UTT-LUC-20,Uttar Pradesh,Lucknow,JDG-506,Writ,Motor_Accident,Full_Bench,Execution,7,2020-12-22,1470,29,16,4,0.25,0,0,826,1825,0,48,33.3,Medium,0.8054794520547945,0.32653061224489793,1.0,5,4,1,3,8,30.0,🔔 Approaching statutory deadline (80% elapsed); 📛 Long-pending: 4+ years,48,33.3,Medium,47.86,Medium,🟡,7,[#7] 🟡 Medium
CASE/2909/2022,UTT-LUC-20,Uttar Pradesh,Lucknow,JDG-833,Revision,Matrimonial,Division_Bench,Execution,7,2021-03-18,1384,27,23,7,0.30434782608695654,0,0,510,1825,0,46,33.3,Medium,0.7583561643835617,0.4985549132947977,1.0,4,3,0,3,8,30.0,🔔 Approaching statutory deadline (75% elapsed); 📛 Long-pending: 3+ years,46,33.3,Medium,46.76,Medium,🟡,8,[#8] 🟡 Medium
CASE/8880/2024,UTT-LUC-20,Uttar Pradesh,Lucknow,JDG-856,Revision,Property_Dispute,Full_Bench,Execution,7,2019-10-11,1908,20,43,14,0.32558139534883723,0,0,1018,2920,0,50,33.3,Medium,0.6534246575342466,0.6761006289308176,1.0,4,7,1,3,8,25.0,📅 Past halfway of statutory limit; 📛 Aged case: 5+ years pending,50,33.3,Medium,45.98,Medium,🟡,9,[#9] 🟡 Medium
CASE/9326/2016,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-525,Civil,Commercial,Magistrate,Execution,7,2019-06-18,2023,68,40,14,0.35,1,0,219,365,1658,52,66.7,High,5.542465753424658,0.5931784478497281,1.0,1,0,2,3,8,55.0,⚠️ STATUTORY DEADLINE BREACHED (2023d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Aged case: 5+ years pending,52,66.7,High,74.25,High,🟠,1,[#1] 🟠 High
CASE/3624/2020,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-504,Criminal,SC_ST,Magistrate,Arguments,5,2015-08-04,3437,24,63,22,0.3492063492063492,0,0,184,730,2707,49,33.3,High,4.708219178082191,0.54989816700611,0.7142857142857143,2,8,2,1,8,63.0,⚠️ STATUTORY DEADLINE BREACHED (3437d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 9+ years pending,49,33.3,Medium,73.27,High,🟠,2,[#2] 🟠 High
CASE/6360/2024,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-986,Writ,SC_ST,Single_Judge,Execution,7,2019-05-07,2065,16,46,17,0.3695652173913043,0,0,163,730,1335,47,33.3,Medium,2.828767123287671,0.6682808716707023,1.0,5,8,4,3,8,63.0,⚠️ STATUTORY DEADLINE BREACHED (2065d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 5+ years pending,47,33.3,Medium,70.45,High,🟠,3,[#3] 🟠 High
CASE/7600/2016,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-422,Criminal,General_Criminal,Single_Judge,Execution,7,2022-05-14,962,59,41,13,0.3170731707317073,0,1,474,730,232,51,66.7,High,1.3178082191780822,1.2785862785862785,1.0,2,2,4,3,8,55.0,⚠️ STATUTORY DEADLINE BREACHED (962d > 730d); 🔴 BNSS 479: Undertrial exceeds 1/3 max sentence (962d ≥ 608d),51,66.7,High,67.17,High,🟠,4,[#4] 🟠 High
CASE/1178/2023,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-827,Civil,Matrimonial,Division_Bench,Execution,7,2016-02-18,3239,10,72,24,0.3333333333333333,0,0,635,1825,1414,49,33.3,Medium,1.7747945205479452,0.6668724915097252,1.0,1,3,0,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (3239d > 1825d); 📛 Aged case: 8+ years pending,49,33.3,Medium,66.57,High,🟠,5,[#5] 🟠 High
CASE/9656/2023,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-815,Criminal,SC_ST,Magistrate,Execution,7,2021-04-16,1355,4,24,7,0.2916666666666667,0,0,199,730,625,48,33.3,Medium,1.856164383561644,0.5313653136531366,1.0,2,8,2,3,8,58.0,⚠️ STATUTORY DEADLINE BREACHED (1355d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 3+ years,48,33.3,Medium,65.8,High,🟠,6,[#6] 🟠 High
CASE/3439/2020,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-393,Writ,General_Criminal,Division_Bench,Execution,7,2017-04-01,2831,32,81,25,0.30864197530864196,0,0,437,730,2101,51,33.3,Medium,3.878082191780822,0.8583539385376193,1.0,5,2,0,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (2831d > 730d); 📛 Aged case: 7+ years pending,51,33.3,Medium,65.73,High,🟠,7,[#7] 🟠 High
CASE/6196/2019,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-755,Appeal,Matrimonial,Sessions,Arguments,5,2018-03-04,2494,5,54,10,0.18518518518518517,0,0,512,1825,669,46,33.3,Medium,1.3665753424657534,0.6495589414595028,0.7142857142857143,0,3,3,1,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (2494d > 1825d); 📛 Aged case: 6+ years pending,46,33.3,Medium,64.17,High,🟠,8,[#8] 🟠 High
CASE/2334/2019,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-746,Civil,General_Civil,Division_Bench,Execution,7,2019-12-09,1849,329,35,17,0.4857142857142857,1,0,722,2190,0,52,66.7,High,0.8442922374429224,0.5678745267712277,1.0,1,1,0,3,8,50.0,🔔 Approaching statutory deadline (84% elapsed); 🟥 Critical stagnation: 329d in 'Execution' stage (limit 120d); 📛 Aged case: 5+ years pending,52,66.7,High,63.96,High,🟠,9,[#9] 🟠 High
CASE/9588/2023,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-208,Revision,Motor_Accident,Single_Judge,Execution,7,2018-10-24,2260,98,50,14,0.28,0,0,786,1825,435,46,33.3,Medium,1.2383561643835617,0.6637168141592921,1.0,4,4,4,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (2260d > 1825d); 📛 Aged case: 6+ years pending,46,33.3,Medium,61.89,High,🟠,10,[#10] 🟠 High
CASE/9148/2016,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-779,Execution,Property_Dispute,Magistrate,Execution,7,2017-08-04,2706,36,55,28,0.509090909090909,0,0,1132,2920,0,53,33.3,High,0.9267123287671233,0.6097560975609756,1.0,3,7,2,3,8,35.0,🔔 Approaching statutory deadline (92% elapsed); 📛 Aged case: 7+ years pending,53,33.3,Medium,54.94,High,🟠,11,[#11] 🟠 High
CASE/7404/2015,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-772,Appeal,Property_Dispute,Full_Bench,Execution,7,2017-08-05,2705,8,66,23,0.3484848484848485,0,0,1310,2920,0,49,33.3,Medium,0.9263698630136986,0.7319778188539741,1.0,0,7,1,3,8,35.0,🔔 Approaching statutory deadline (92% elapsed); 📛 Aged case: 7+ years pending,49,33.3,Medium,54.94,High,🟠,12,[#12] 🟠 High
CASE/2713/2017,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-161,Civil,NDPS,Full_Bench,Arguments,5,2023-02-19,681,209,19,7,0.3684210526315789,1,0,493,1095,0,58,33.3,High,0.6219178082191781,0.8370044052863437,0.7142857142857143,1,5,1,1,8,30.0,📅 Past halfway of statutory limit; 🟥 Critical stagnation: 209d in 'Arguments' stage (limit 90d),58,33.3,Medium,38.95,Medium,🟡,13,[#13] 🟡 Medium
CASE/2704/2024,UTT-VAR-01,Uttar Pradesh,Varanasi,JDG-274,Appeal,Property_Dispute,Full_Bench,Execution,7,2023-01-20,711,153,22,8,0.36363636363636365,0,0,1114,2920,0,477,0.0,Low,0.24349315068493152,0.9282700421940928,1.0,0,7,1,3,8,0.0,No urgent flags,477,0.0,Low,16.9,Low,🟢,14,[#14] 🟢 Low
CASE/4880/2022,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-209,Criminal,POCSO,Division_Bench,Execution,7,2016-04-23,3174,36,73,30,0.410958904109589,1,0,135,365,2809,55,66.7,High,8.695890410958905,0.6899810964083176,1.0,2,6,0,3,8,65.0,⚠️ STATUTORY DEADLINE BREACHED (3174d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 8+ years pending,55,66.7,High,80.11,Critical,🔴,1,[#1] 🔴 Critical
CASE/8541/2020,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-776,Civil,Motor_Accident,Sessions,Arguments,5,2017-02-18,2873,286,73,22,0.3013698630136986,1,0,897,1825,1048,54,66.7,Critical,1.5742465753424657,0.7622694048033415,0.7142857142857143,1,4,3,1,8,60.0,⚠️ STATUTORY DEADLINE BREACHED (2873d > 1825d); 🟥 Critical stagnation: 286d in 'Arguments' stage (limit 90d); 📛 Aged case: 7+ years pending,54,66.7,High,77.74,Critical,🔴,2,[#2] 🔴 Critical
CASE/8515/2023,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-949,Criminal,NDPS,Single_Judge,Judgment,6,2019-07-27,1984,51,35,10,0.2857142857142857,0,1,355,1095,889,50,66.7,High,1.8118721461187215,0.5292338709677419,0.8571428571428571,2,5,4,5,8,65.0,⚠️ STATUTORY DEADLINE BREACHED (1984d > 1095d); 🔴 BNSS 479: Undertrial exceeds 1/3 max sentence (1984d ≥ 1216d); 📛 Aged case: 5+ years pending,50,66.7,High,77.67,Critical,🔴,3,[#3] 🔴 Critical
CASE/8921/2024,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-911,Execution,NDPS,Division_Bench,Arguments,5,2017-03-11,2852,69,65,34,0.5230769230769231,1,0,396,1095,1757,54,66.7,High,2.604566210045662,0.6837307152875176,0.7142857142857143,3,5,0,1,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (2852d > 1095d); 📛 Aged case: 7+ years pending,54,66.7,High,72.45,High,🟠,4,[#4] 🟠 High
CASE/2434/2018,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-218,Civil,SC_ST,Full_Bench,Execution,7,2021-05-30,1311,62,39,18,0.46153846153846156,1,0,188,730,581,54,66.7,High,1.795890410958904,0.8924485125858123,1.0,1,8,1,3,8,58.0,⚠️ STATUTORY DEADLINE BREACHED (1311d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 3+ years,54,66.7,High,72.25,High,🟠,5,[#5] 🟠 High
CASE/5964/2015,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-474,Execution,General_Civil,Magistrate,Judgment,6,2016-03-30,3198,13,68,22,0.3235294117647059,0,0,892,2190,1008,47,33.3,Medium,1.4602739726027398,0.6378986866791745,0.8571428571428571,3,1,2,5,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (3198d > 2190d); 📛 Aged case: 8+ years pending,47,33.3,Medium,66.48,High,🟠,6,[#6] 🟠 High
CASE/2301/2018,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-379,Appeal,General_Criminal,Full_Bench,Execution,7,2017-10-06,2643,16,70,34,0.4857142857142857,0,0,505,730,1913,53,33.3,High,3.6205479452054794,0.7945516458569808,1.0,0,2,1,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (2643d > 730d); 📛 Aged case: 7+ years pending,53,33.3,Medium,65.34,High,🟠,7,[#7] 🟠 High
CASE/7083/2022,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-785,Revision,SC_ST,Magistrate,Arguments,5,2021-10-31,1157,11,21,4,0.19047619047619047,0,0,172,730,427,47,33.3,Medium,1.584931506849315,0.5445116681071737,0.7142857142857143,4,8,2,1,8,58.0,⚠️ STATUTORY DEADLINE BREACHED (1157d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 3+ years,47,33.3,Medium,64.78,High,🟠,8,[#8] 🟠 High
CASE/5621/2016,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-858,Civil,SC_ST,Division_Bench,Arguments,5,2022-08-05,879,44,18,10,0.5555555555555556,1,0,236,730,149,54,66.7,High,1.204109589041096,0.6143344709897611,0.7142857142857143,1,8,0,1,8,53.0,⚠️ STATUTORY DEADLINE BREACHED (879d > 730d); 🔴 SC/ST PoA: Priority disposal required,54,66.7,High,64.03,High,🟠,9,[#9] 🟠 High
CASE/3702/2018,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-172,Execution,General_Civil,Full_Bench,Judgment,6,2018-02-09,2517,30,57,10,0.17543859649122806,0,0,891,2190,327,46,33.3,Medium,1.1493150684931508,0.6793802145411203,0.8571428571428571,3,1,1,5,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (2517d > 2190d); 📛 Aged case: 6+ years pending,46,33.3,Medium,61.17,High,🟠,10,[#10] 🟠 High
CASE/1135/2021,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-529,Civil,SC_ST,Division_Bench,Execution,7,2022-12-13,749,1,21,6,0.2857142857142857,0,0,156,730,19,47,33.3,Medium,1.026027397260274,0.8411214953271029,1.0,1,8,0,3,8,53.0,⚠️ STATUTORY DEADLINE BREACHED (749d > 730d); 🔴 SC/ST PoA: Priority disposal required,47,33.3,Medium,53.52,High,🟠,11,[#11] 🟠 High
CASE/1502/2015,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-146,Appeal,Property_Dispute,Magistrate,Execution,7,2021-03-07,1395,453,38,13,0.34210526315789475,1,0,1316,2920,0,52,33.3,Medium,0.4777397260273973,0.8172043010752689,1.0,0,7,2,3,8,20.0,🟥 Critical stagnation: 453d in 'Execution' stage (limit 120d); 📛 Long-pending: 3+ years,52,33.3,Medium,39.39,Medium,🟡,12,[#12] 🟡 Medium
CASE/5469/2018,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-356,Criminal,General_Civil,Full_Bench,Judgment,6,2022-07-28,887,95,24,12,0.5,0,0,1169,2190,0,51,33.3,Medium,0.4050228310502283,0.8117249154453213,0.8571428571428571,2,1,1,5,8,10.0,🟠 Stagnation detected: 95d in 'Judgment' stage,51,33.3,Medium,31.19,Medium,🟡,13,[#13] 🟡 Medium
CASE/3651/2022,UTT-VAR-03,Uttar Pradesh,Varanasi,JDG-382,Criminal,NDPS,Magistrate,Execution,7,2019-01-06,2186,73,57,14,0.24561403508771928,1,1,410,1095,1091,53,100.0,Critical,1.9963470319634704,0.7822506861848125,1.0,2,5,2,3,8,65.0,⚠️ STATUTORY DEADLINE BREACHED (2186d > 1095d); 🔴 BNSS 479: Undertrial exceeds 1/3 max sentence (2186d ≥ 1216d); 📛 Aged case: 5+ years pending,53,100.0,Critical,84.74,Critical,🔴,1,[#1] 🔴 Critical
CASE/0015/2019,UTT-VAR-03,Uttar Pradesh,Varanasi,JDG-207,Revision,Senior_Citizen,Magistrate,Execution,7,2018-04-22,2445,23,55,27,0.4909090909090909,1,0,89,180,2265,53,66.7,High,13.583333333333334,0.6748466257668712,1.0,4,9,2,3,8,60.0,⚠️ STATUTORY DEADLINE BREACHED (2445d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 6+ years pending,53,66.7,High,76.86,Critical,🔴,2,[#2] 🔴 Critical
CASE/6779/2023,UTT-VAR-03,Uttar Pradesh,Varanasi,JDG-959,Writ,Property_Dispute,Division_Bench,Execution,7,2016-03-04,3224,287,84,24,0.2857142857142857,1,0,1167,2920,304,50,66.7,High,1.104109589041096,0.781637717121588,1.0,5,7,0,3,8,60.0,⚠️ STATUTORY DEADLINE BREACHED (3224d > 2920d); 🟥 Critical stagnation: 287d in 'Execution' stage (limit 120d); 📛 Aged case: 8+ years pending,50,66.7,High,73.92,High,🟠,3,[#3] 🟠 High
CASE/6988/2022,UTT-VAR-03,Uttar Pradesh,Varanasi,JDG-940,Civil,Senior_Citizen,Single_Judge,Execution,7,2019-07-10,2001,5,43,13,0.3023255813953488,0,0,77,180,1821,48,33.3,High,11.116666666666667,0.6446776611694153,1.0,1,9,4,3,8,60.0,⚠️ STATUTORY DEADLINE BREACHED (2001d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 5+ years pending,48,33.3,Medium,69.27,High,🟠,4,[#4] 🟠 High
CASE/3321/2017,UTT-VAR-03,Uttar Pradesh,Varanasi,JDG-640,Appeal,Commercial,Full_Bench,Judgment,6,2018-12-09,2214,47,46,9,0.1956521739130435,0,0,245,365,1849,49,33.3,Medium,6.065753424657534,0.6233062330623307,0.8571428571428571,0,0,1,5,8,55.0,⚠️ STATUTORY DEADLINE BREACHED (2214d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Aged case: 6+ years pending,49,33.3,Medium,67.96,High,🟠,5,[#5] 🟠 High
CASE/3732/2020,UTT-VAR-03,Uttar Pradesh,Varanasi,JDG-233,Execution,NDPS,Magistrate,Execution,7,2016-01-26,3262,10,81,22,0.2716049382716049,0,0,379,1095,2167,47,33.3,High,2.9789954337899545,0.7449417535254446,1.0,3,5,2,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (3262d > 1095d); 📛 Aged case: 8+ years pending,47,33.3,Medium,66.61,High,🟠,6,[#6] 🟠 High
CASE/8244/2017,UTT-VAR-03,Uttar Pradesh,Varanasi,JDG-306,Criminal,POCSO,Magistrate,Execution,7,2021-09-10,1208,5,23,12,0.5217391304347826,0,0,112,365,843,48,33.3,Medium,3.3095890410958906,0.5711920529801324,1.0,2,6,2,3,8,60.0,⚠️ STATUTORY DEADLINE BREACHED (1208d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Long-pending: 3+ years,48,33.3,Medium,65.74,High,🟠,7,[#7] 🟠 High
