case_number,court_id,state,district,judge_id,case_type,case_category,bench_type,current_stage,stage_index,filing_date,case_age_days,stage_age_days,hearings_held,adjournments,adjournment_rate,stagnation_flag,is_undertrial,district_avg_disposal_days,statutory_deadline_days,days_beyond_statutory,disposal_days,delay_risk_score,delay_risk_label
CASE/7133/2022,TAM-MAD-13,Tamil Nadu,Madurai,JDG-935,Revision,General_Criminal,Sessions,Arguments,5,2018-10-23,2261,54,56,18,0.321,0,0,453,730,1531,29,58.14,High
CASE/4700/2017,DEL-EAS-02,Delhi,East,JDG-777,Writ,SC_ST,Division_Bench,Execution,7,2022-06-19,926,4,20,4,0.2,0,0,243,730,196,105,51.53,High
CASE/7793/2022,MAD-BHO-20,Madhya Pradesh,Bhopal,JDG-135,Writ,Matrimonial,Division_Bench,Execution,7,2022-04-22,984,87,18,7,0.389,0,0,694,1825,0,104,29.46,Medium
CASE/8599/2024,MAH-NAG-08,Maharashtra,Nagpur,JDG-690,Revision,Motor_Accident,Sessions,Execution,7,2015-08-02,3439,192,86,25,0.291,1,0,883,1825,1614,139,57.53,High
CASE/4032/2023,WES-DUR-08,West Bengal,Durgapur,JDG-204,Execution,Matrimonial,Single_Judge,Execution,7,2016-12-22,2931,368,67,21,0.313,1,0,479,1825,1106,200,62.48,High
CASE/1297/2017,BIH-BHA-16,Bihar,Bhagalpur,JDG-375,Appeal,Motor_Accident,Sessions,Notice,2,2023-10-21,437,126,9,7,0.778,0,0,783,1825,0,595,32.78,Medium
CASE/0035/2024,RAJ-JAI-03,Rajasthan,Jaipur,JDG-819,Criminal,Matrimonial,Division_Bench,Judgment,6,2016-03-17,3211,54,64,21,0.328,0,0,456,1825,1386,10,48.96,Medium
CASE/6556/2017,MAD-BHO-15,Madhya Pradesh,Bhopal,JDG-761,Appeal,Commercial,Magistrate,Arguments,5,2015-07-31,3441,35,79,35,0.443,0,0,355,365,3076,146,46.05,Medium
CASE/7443/2015,KAR-MAN-05,Karnataka,Mangaluru,JDG-881,Writ,NDPS,Sessions,Arguments,5,2021-05-10,1331,43,28,7,0.25,0,0,483,1095,236,64,42.15,Medium
CASE/7431/2016,WES-SIL-09,West Bengal,Siliguri,JDG-338,Civil,Matrimonial,Division_Bench,Execution,7,2019-11-04,1884,45,37,10,0.27,0,0,501,1825,59,34,49.16,Medium
CASE/5690/2020,DEL-SOU-12,Delhi,South,JDG-446,Appeal,Senior_Citizen,Magistrate,Execution,7,2018-09-24,2290,9,56,25,0.446,0,0,91,180,2110,10,51.41,High
CASE/2666/2015,MAD-JAB-17,Madhya Pradesh,Jabalpur,JDG-529,Civil,SC_ST,Full_Bench,Judgment,6,2015-05-29,3504,47,71,30,0.423,1,0,182,730,2774,10,70.23,High
CASE/4130/2015,GUJ-VAD-12,Gujarat,Vadodara,JDG-303,Civil,Commercial,Full_Bench,Execution,7,2020-05-28,1678,2,48,21,0.438,0,0,321,365,1313,10,56.6,High
CASE/7363/2015,DEL-SOU-17,Delhi,South,JDG-720,Criminal,Property_Dispute,Full_Bench,Judgment,6,2020-05-01,1705,18,40,14,0.35,0,0,888,2920,0,20,36.01,Medium
CASE/2886/2019,TAM-COI-12,Tamil Nadu,Coimbatore,JDG-671,Execution,General_Criminal,Division_Bench,Execution,7,2016-11-15,2968,59,78,30,0.385,0,0,564,730,2238,75,51.04,High
CASE/2465/2023,RAJ-UDA-18,Rajasthan,Udaipur,JDG-199,Criminal,Senior_Citizen,Single_Judge,Judgment,6,2021-08-12,1237,20,28,7,0.25,1,0,119,180,1057,10,65.84,High
CASE/7976/2023,MAD-BHO-02,Madhya Pradesh,Bhopal,JDG-658,Criminal,Motor_Accident,Single_Judge,Judgment,6,2015-11-06,3343,78,75,28,0.373,0,0,809,1825,1518,102,53.85,High
CASE/5629/2019,WES-HOW-18,West Bengal,Howrah,JDG-742,Revision,Commercial,Full_Bench,Arguments,5,2017-02-21,2870,9,59,17,0.288,0,0,244,365,2505,27,58.84,High
CASE/4667/2015,GUJ-RAJ-03,Gujarat,Rajkot,JDG-369,Revision,Senior_Citizen,Sessions,Arguments,5,2017-06-12,2759,29,59,16,0.271,1,0,99,180,2579,69,67.4,High
CASE/0107/2019,MAH-NAG-18,Maharashtra,Nagpur,JDG-681,Appeal,General_Civil,Single_Judge,Judgment,6,2021-11-17,1140,133,24,4,0.167,0,0,758,2190,0,10,32.24,Medium
CASE/2128/2018,TAM-CHE-18,Tamil Nadu,Chennai,JDG-434,Criminal,Property_Dispute,Division_Bench,Arguments,5,2023-04-19,622,46,13,5,0.385,0,0,1239,2920,0,527,16.83,Low
CASE/2301/2018,UTT-VAR-02,Uttar Pradesh,Varanasi,JDG-379,Appeal,General_Criminal,Full_Bench,Execution,7,2017-10-06,2643,16,70,34,0.486,0,0,505,730,1913,131,58.91,High
CASE/8914/2018,MAH-NAG-19,Maharashtra,Nagpur,JDG-315,Revision,Commercial,Division_Bench,Judgment,6,2017-09-22,2657,12,55,24,0.436,0,0,347,365,2292,10,57.29,High
CASE/8592/2015,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-265,Writ,Commercial,Sessions,Execution,7,2018-08-29,2316,8,54,24,0.444,0,0,266,365,1951,10,46.04,Medium
CASE/4639/2023,DEL-NOR-19,Delhi,North,JDG-431,Civil,General_Civil,Single_Judge,Execution,7,2021-01-05,1456,31,33,12,0.364,0,0,1100,2190,0,20,29.83,Medium
CASE/6727/2022,DEL-NOR-03,Delhi,North,JDG-408,Writ,Matrimonial,Magistrate,Judgment,6,2018-01-28,2529,78,64,29,0.453,0,0,749,1825,704,59,50.99,High
CASE/0610/2021,KAR-MYS-15,Karnataka,Mysuru,JDG-400,Civil,Commercial,Magistrate,Execution,7,2017-09-08,2671,66,75,33,0.44,1,0,305,365,2306,50,55.87,High
CASE/0982/2019,MAD-BHO-09,Madhya Pradesh,Bhopal,JDG-741,Appeal,General_Civil,Sessions,Execution,7,2016-07-29,3077,625,73,26,0.356,1,0,820,2190,887,43,64.24,High
CASE/9893/2017,MAH-NAG-18,Maharashtra,Nagpur,JDG-744,Civil,General_Criminal,Full_Bench,Judgment,6,2021-12-16,1111,35,23,7,0.304,0,0,552,730,381,60,41.74,Medium
CASE/7461/2022,RAJ-KOT-14,Rajasthan,Kota,JDG-686,Criminal,Commercial,Sessions,Arguments,5,2023-08-29,490,24,8,0,0.0,0,0,340,365,125,42,37.48,Medium
CASE/1860/2018,TAM-CHE-09,Tamil Nadu,Chennai,JDG-564,Civil,Property_Dispute,Division_Bench,Judgment,6,2015-02-06,3616,63,84,45,0.536,0,0,1357,2920,696,10,51.5,High
CASE/9606/2016,WES-KOL-09,West Bengal,Kolkata,JDG-709,Civil,General_Criminal,Magistrate,Execution,7,2023-04-09,632,96,12,4,0.333,1,0,505,730,0,10,59.3,High
CASE/9496/2022,DEL-EAS-01,Delhi,East,JDG-120,Appeal,Matrimonial,Single_Judge,Execution,7,2017-06-05,2766,14,67,27,0.403,0,0,559,1825,941,10,49.33,Medium
CASE/1141/2018,BIH-PAT-06,Bihar,Patna,JDG-940,Execution,Property_Dispute,Division_Bench,Judgment,6,2019-09-26,1923,199,48,18,0.375,0,0,1505,2920,0,10,34.92,Medium
CASE/4626/2016,KAR-HUB-12,Karnataka,Hubballi,JDG-355,Revision,Property_Dispute,Single_Judge,Execution,7,2021-04-28,1343,79,23,9,0.391,0,0,1151,2920,0,150,26.04,Medium
CASE/3612/2023,KAR-MYS-05,Karnataka,Mysuru,JDG-731,Civil,SC_ST,Magistrate,Execution,7,2020-09-12,1571,13,40,15,0.375,0,0,198,730,841,52,44.47,Medium
CASE/0238/2024,UTT-KAN-14,Uttar Pradesh,Kanpur,JDG-181,Appeal,POCSO,Full_Bench,Judgment,6,2023-11-30,397,8,13,6,0.462,0,0,161,365,32,26,47.6,Medium
CASE/1454/2021,DEL-NOR-16,Delhi,North,JDG-859,Writ,Senior_Citizen,Full_Bench,Judgment,6,2021-04-02,1369,0,29,9,0.31,0,0,89,180,1189,87,49.87,Medium
CASE/6390/2024,BIH-MUZ-12,Bihar,Muzaffarpur,JDG-740,Execution,Commercial,Single_Judge,Execution,7,2020-09-14,1569,25,37,13,0.351,0,0,219,365,1204,72,44.08,Medium
CASE/5959/2018,MAH-NAG-07,Maharashtra,Nagpur,JDG-961,Civil,NDPS,Magistrate,Execution,7,2018-04-18,2449,98,54,16,0.296,1,0,456,1095,1354,58,57.66,High
CASE/8843/2016,RAJ-JOD-07,Rajasthan,Jodhpur,JDG-582,Execution,POCSO,Single_Judge,Judgment,6,2023-08-16,503,3,12,7,0.583,0,0,125,365,138,10,58.14,High
CASE/5860/2016,DEL-SOU-09,Delhi,South,JDG-782,Appeal,Matrimonial,Sessions,Arguments,5,2017-07-08,2733,23,60,21,0.35,0,0,436,1825,908,10,52.68,High
CASE/4924/2020,MAH-NAS-06,Maharashtra,Nashik,JDG-729,Appeal,Motor_Accident,Division_Bench,Execution,7,2017-10-17,2632,73,55,9,0.164,0,0,860,1825,807,10,38.48,Medium
CASE/9258/2016,WES-HOW-11,West Bengal,Howrah,JDG-962,Revision,General_Criminal,Sessions,Execution,7,2019-12-11,1847,17,41,13,0.317,0,0,400,730,1117,10,40.51,Medium
CASE/3048/2017,MAH-PUN-16,Maharashtra,Pune,JDG-593,Writ,SC_ST,Division_Bench,Arguments,5,2020-01-28,1799,6,49,18,0.367,0,0,163,730,1069,44,52.13,High
CASE/6917/2016,KAR-MYS-14,Karnataka,Mysuru,JDG-489,Revision,Commercial,Single_Judge,Judgment,6,2020-03-31,1736,19,47,18,0.383,0,0,301,365,1371,10,50.43,High
CASE/5558/2023,BIH-PAT-07,Bihar,Patna,JDG-619,Criminal,General_Civil,Magistrate,Execution,7,2016-02-29,3228,91,64,23,0.359,0,0,1258,2190,1038,10,55.71,High
CASE/5255/2015,UTT-LUC-12,Uttar Pradesh,Lucknow,JDG-564,Writ,Senior_Citizen,Full_Bench,Judgment,6,2017-02-08,2883,11,64,26,0.406,0,0,110,180,2703,10,44.49,Medium
CASE/1172/2016,BIH-GAY-12,Bihar,Gaya,JDG-767,Criminal,NDPS,Division_Bench,Arguments,5,2022-11-25,767,2,16,2,0.125,0,1,305,1095,0,99,40.26,Medium
CASE/5079/2019,GUJ-RAJ-20,Gujarat,Rajkot,JDG-161,Civil,Motor_Accident,Single_Judge,Judgment,6,2018-04-30,2437,109,60,21,0.35,0,0,876,1825,612,66,46.48,Medium
CASE/9905/2023,GUJ-RAJ-19,Gujarat,Rajkot,JDG-184,Appeal,General_Criminal,Division_Bench,Execution,7,2018-05-25,2412,9,61,17,0.279,0,0,405,730,1682,73,45.75,Medium
CASE/1382/2016,GUJ-SUR-06,Gujarat,Surat,JDG-412,Execution,Property_Dispute,Magistrate,Arguments,5,2015-02-23,3599,462,75,20,0.267,1,0,1068,2920,679,79,59.56,High
CASE/6054/2018,WES-DUR-11,West Bengal,Durgapur,JDG-769,Appeal,POCSO,Division_Bench,Judgment,6,2015-02-09,3613,27,64,23,0.359,1,0,127,365,3248,10,51.34,High
CASE/6638/2020,MAH-MUM-14,Maharashtra,Mumbai,JDG-293,Execution,General_Civil,Division_Bench,Arguments,5,2022-04-23,983,50,23,2,0.087,0,0,875,2190,0,10,10.55,Low
CASE/4736/2017,KAR-BEN-10,Karnataka,Bengaluru,JDG-576,Civil,Senior_Citizen,Full_Bench,Arguments,5,2016-08-29,3046,21,68,33,0.485,1,0,91,180,2866,48,69.75,High
CASE/8210/2020,MAH-NAG-06,Maharashtra,Nagpur,JDG-305,Writ,General_Civil,Single_Judge,Execution,7,2015-07-18,3454,3,73,24,0.329,0,0,915,2190,1264,30,51.15,High
CASE/0328/2023,WES-SIL-05,West Bengal,Siliguri,JDG-244,Writ,NDPS,Division_Bench,Execution,7,2021-11-25,1132,66,26,9,0.346,0,0,478,1095,37,16,44.83,Medium
CASE/9013/2022,MAH-MUM-17,Maharashtra,Mumbai,JDG-166,Execution,Matrimonial,Division_Bench,Judgment,6,2018-08-16,2329,59,67,23,0.343,0,0,725,1825,504,36,44.74,Medium
CASE/4877/2019,DEL-SOU-06,Delhi,South,JDG-413,Revision,Motor_Accident,Magistrate,Execution,7,2022-06-01,944,40,32,9,0.281,0,0,979,1825,0,10,22.71,Low
CASE/1902/2017,TAM-CHE-01,Tamil Nadu,Chennai,JDG-601,Revision,Senior_Citizen,Sessions,Execution,7,2015-04-21,3542,8,88,35,0.398,0,0,86,180,3362,84,43.28,Medium
CASE/5881/2022,WES-DUR-17,West Bengal,Durgapur,JDG-633,Execution,Commercial,Magistrate,Execution,7,2016-04-12,3185,43,74,19,0.257,0,0,229,365,2820,56,42.44,Medium
CASE/9745/2017,WES-HOW-01,West Bengal,Howrah,JDG-690,Execution,General_Civil,Sessions,Execution,7,2020-02-16,1780,44,40,18,0.45,0,0,1186,2190,0,10,39.84,Medium
CASE/2856/2024,MAD-IND-09,Madhya Pradesh,Indore,JDG-116,Criminal,General_Civil,Sessions,Execution,7,2017-10-30,2619,80,61,25,0.41,0,0,848,2190,429,94,46.55,Medium
CASE/0145/2016,MAD-GWA-05,Madhya Pradesh,Gwalior,JDG-162,Revision,Motor_Accident,Full_Bench,Arguments,5,2020-01-07,1820,30,37,11,0.297,0,0,848,1825,0,45,50.83,High
CASE/7397/2020,UTT-KAN-16,Uttar Pradesh,Kanpur,JDG-760,Writ,Matrimonial,Division_Bench,Arguments,5,2015-05-13,3520,71,67,27,0.403,0,0,456,1825,1695,111,52.45,High
CASE/7500/2018,UTT-KAN-17,Uttar Pradesh,Kanpur,JDG-418,Writ,SC_ST,Magistrate,Arguments,5,2019-10-17,1902,11,47,24,0.511,0,0,166,730,1172,70,48.62,Medium
CASE/2877/2015,MAH-NAS-18,Maharashtra,Nashik,JDG-679,Civil,POCSO,Division_Bench,Execution,7,2015-03-19,3575,21,107,48,0.449,0,0,147,365,3210,73,51.77,High
CASE/0944/2019,MAH-MUM-20,Maharashtra,Mumbai,JDG-446,Execution,Property_Dispute,Magistrate,Judgment,6,2019-12-20,1838,25,49,14,0.286,0,0,1071,2920,0,10,36.62,Medium
CASE/9153/2023,DEL-NOR-10,Delhi,North,JDG-443,Civil,NDPS,Sessions,Execution,7,2021-03-28,1374,101,30,10,0.333,1,0,415,1095,279,97,68.78,High
CASE/9394/2018,MAH-PUN-16,Maharashtra,Pune,JDG-983,Civil,Senior_Citizen,Full_Bench,Execution,7,2015-04-21,3542,8,84,32,0.381,0,0,123,180,3362,10,51.45,High
CASE/2172/2024,UTT-LUC-17,Uttar Pradesh,Lucknow,JDG-117,Revision,NDPS,Magistrate,Execution,7,2023-08-21,498,15,6,2,0.333,0,0,385,1095,0,21,22.96,Low
CASE/8182/2018,RAJ-KOT-06,Rajasthan,Kota,JDG-325,Revision,POCSO,Full_Bench,Judgment,6,2021-03-04,1398,37,26,8,0.308,1,0,144,365,1033,36,70.07,High
CASE/3779/2019,KAR-MYS-04,Karnataka,Mysuru,JDG-829,Appeal,Matrimonial,Sessions,Execution,7,2017-03-26,2837,3,77,26,0.338,0,0,605,1825,1012,50,44.8,Medium
CASE/5743/2017,MAD-JAB-17,Madhya Pradesh,Jabalpur,JDG-197,Execution,Senior_Citizen,Sessions,Judgment,6,2017-09-26,2653,2,67,24,0.358,0,0,104,180,2473,74,38.53,Medium
CASE/2802/2024,GUJ-VAD-16,Gujarat,Vadodara,JDG-433,Criminal,NDPS,Full_Bench,Execution,7,2021-09-21,1197,25,21,11,0.524,0,1,412,1095,102,10,67.72,High
CASE/3755/2020,MAD-GWA-11,Madhya Pradesh,Gwalior,JDG-452,Revision,Commercial,Magistrate,Execution,7,2015-05-08,3525,5,87,41,0.471,0,0,226,365,3160,10,44.56,Medium
CASE/7725/2019,RAJ-JAI-07,Rajasthan,Jaipur,JDG-230,Civil,General_Criminal,Division_Bench,Execution,7,2017-10-26,2623,105,63,16,0.254,1,0,417,730,1893,10,59.36,High
CASE/0044/2017,DEL-EAS-19,Delhi,East,JDG-290,Execution,Senior_Citizen,Division_Bench,Execution,7,2023-06-15,565,18,11,3,0.273,1,0,72,180,385,10,68.08,High
CASE/0136/2018,UTT-ALL-08,Uttar Pradesh,Allahabad,JDG-637,Execution,Property_Dispute,Division_Bench,Execution,7,2016-10-01,3013,174,83,34,0.41,0,0,1463,2920,93,102,49.72,Medium
CASE/7108/2015,BIH-BHA-02,Bihar,Bhagalpur,JDG-242,Execution,Senior_Citizen,Full_Bench,Execution,7,2015-08-26,3415,6,75,25,0.333,0,0,79,180,3235,10,53.27,High
CASE/4707/2016,MAH-NAS-04,Maharashtra,Nashik,JDG-879,Revision,POCSO,Magistrate,Judgment,6,2015-04-10,3553,14,93,32,0.344,0,0,157,365,3188,10,47.2,Medium
CASE/3083/2017,DEL-EAS-16,Delhi,East,JDG-502,Writ,Property_Dispute,Sessions,Execution,7,2017-09-19,2660,148,63,18,0.286,0,0,899,2920,0,10,56.11,High
CASE/4842/2017,TAM-SAL-16,Tamil Nadu,Salem,JDG-659,Appeal,Commercial,Magistrate,Judgment,6,2016-04-21,3176,38,74,24,0.324,0,0,297,365,2811,90,46.85,Medium
CASE/0317/2019,GUJ-RAJ-06,Gujarat,Rajkot,JDG-505,Revision,Senior_Citizen,Division_Bench,Arguments,5,2022-11-24,768,5,9,4,0.444,0,0,76,180,588,10,52.57,High
CASE/3473/2023,DEL-CEN-15,Delhi,Central,JDG-546,Criminal,NDPS,Sessions,Execution,7,2015-08-06,3435,73,89,32,0.36,1,1,510,1095,2340,10,80.49,Critical
CASE/0878/2024,DEL-CEN-19,Delhi,Central,JDG-585,Revision,SC_ST,Single_Judge,Execution,7,2021-01-16,1445,23,32,15,0.469,0,0,192,730,715,103,55.64,High
CASE/7365/2020,RAJ-UDA-11,Rajasthan,Udaipur,JDG-607,Execution,Senior_Citizen,Division_Bench,Arguments,5,2022-02-26,1039,18,28,10,0.357,1,0,78,180,859,17,64.16,High
CASE/2840/2018,MAH-MUM-09,Maharashtra,Mumbai,JDG-891,Civil,SC_ST,Magistrate,Arguments,5,2017-06-16,2755,18,62,26,0.419,0,0,212,730,2025,10,50.62,High
CASE/6425/2024,KAR-MAN-10,Karnataka,Mangaluru,JDG-582,Civil,SC_ST,Magistrate,Judgment,6,2016-05-30,3137,2,73,25,0.342,0,0,182,730,2407,10,49.49,Medium
CASE/1164/2018,MAH-PUN-18,Maharashtra,Pune,JDG-771,Criminal,General_Criminal,Magistrate,Execution,7,2022-10-24,799,56,25,8,0.32,0,1,575,730,69,42,60.83,High
CASE/5364/2022,RAJ-JAI-08,Rajasthan,Jaipur,JDG-640,Execution,Motor_Accident,Magistrate,Judgment,6,2015-11-05,3344,21,83,38,0.458,0,0,863,1825,1519,10,52.28,High
CASE/3630/2016,BIH-BHA-05,Bihar,Bhagalpur,JDG-177,Execution,General_Criminal,Single_Judge,Execution,7,2021-09-26,1192,96,22,8,0.364,1,0,385,730,462,141,58.28,High
CASE/4450/2015,MAH-MUM-18,Maharashtra,Mumbai,JDG-871,Writ,Matrimonial,Magistrate,Judgment,6,2019-03-16,2117,27,49,18,0.367,0,0,725,1825,292,10,53.8,High
CASE/3614/2023,RAJ-UDA-17,Rajasthan,Udaipur,JDG-199,Civil,Property_Dispute,Magistrate,Execution,7,2015-12-18,3301,187,84,33,0.393,0,0,1381,2920,381,10,45.51,Medium
CASE/0366/2022,MAD-GWA-16,Madhya Pradesh,Gwalior,JDG-349,Revision,NDPS,Division_Bench,Judgment,6,2021-11-13,1144,29,26,6,0.231,0,0,424,1095,49,53,38.15,Medium
CASE/4071/2021,KAR-HUB-07,Karnataka,Hubballi,JDG-125,Appeal,Commercial,Division_Bench,Judgment,6,2016-08-22,3053,6,57,23,0.404,0,0,242,365,2688,29,47.26,Medium
CASE/0822/2022,GUJ-RAJ-13,Gujarat,Rajkot,JDG-516,Execution,Senior_Citizen,Magistrate,Execution,7,2016-11-13,2970,18,66,16,0.242,1,0,113,180,2790,29,64.24,High
CASE/5989/2023,DEL-SOU-04,Delhi,South,JDG-277,Execution,General_Civil,Full_Bench,Notice,2,2023-09-05,483,71,10,4,0.4,0,0,824,2190,0,683,24.92,Low
CASE/9856/2020,UTT-KAN-05,Uttar Pradesh,Kanpur,JDG-694,Criminal,Matrimonial,Division_Bench,Execution,7,2019-05-17,2055,31,42,12,0.286,0,0,464,1825,230,49,58.01,High
CASE/4167/2018,RAJ-KOT-10,Rajasthan,Kota,JDG-699,Criminal,Senior_Citizen,Full_Bench,Execution,7,2023-03-04,668,14,18,7,0.389,0,0,115,180,488,27,51.32,High
CASE/9583/2017,MAH-PUN-09,Maharashtra,Pune,JDG-997,Appeal,Senior_Citizen,Division_Bench,Execution,7,2019-08-04,1976,5,44,16,0.364,0,0,121,180,1796,10,46.78,Medium
CASE/0105/2019,RAJ-UDA-10,Rajasthan,Udaipur,JDG-967,Criminal,General_Civil,Single_Judge,Judgment,6,2016-04-01,3196,0,68,19,0.279,0,0,873,2190,1006,23,47.81,Medium
CASE/6388/2015,GUJ-VAD-11,Gujarat,Vadodara,JDG-330,Revision,General_Civil,Sessions,Judgment,6,2015-10-15,3365,17,66,28,0.424,0,0,1013,2190,1175,10,55.99,High
CASE/8180/2020,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-513,Appeal,General_Civil,Magistrate,Arguments,5,2022-03-14,1023,128,26,14,0.538,0,0,792,2190,0,60,26.15,Medium
CASE/5546/2022,BIH-PAT-16,Bihar,Patna,JDG-575,Writ,Commercial,Single_Judge,Execution,7,2016-05-24,3143,61,72,16,0.222,1,0,268,365,2778,172,57.64,High
CASE/5762/2020,UTT-KAN-17,Uttar Pradesh,Kanpur,JDG-537,Appeal,POCSO,Division_Bench,Execution,7,2015-06-03,3499,17,77,28,0.364,0,0,155,365,3134,178,42.96,Medium
CASE/1259/2019,RAJ-KOT-05,Rajasthan,Kota,JDG-908,Criminal,Senior_Citizen,Full_Bench,Execution,7,2019-08-16,1964,4,34,20,0.588,0,0,111,180,1784,62,44.96,Medium
CASE/6465/2020,KAR-BEN-05,Karnataka,Bengaluru,JDG-540,Appeal,POCSO,Sessions,Execution,7,2020-06-19,1656,1,38,22,0.579,0,0,163,365,1291,87,48.21,Medium
CASE/3386/2019,WES-SIL-12,West Bengal,Siliguri,JDG-809,Civil,General_Civil,Full_Bench,Judgment,6,2017-07-23,2718,39,54,18,0.333,0,0,1009,2190,528,103,32.84,Medium
CASE/2759/2018,RAJ-KOT-15,Rajasthan,Kota,JDG-494,Execution,Motor_Accident,Sessions,Execution,7,2019-06-14,2027,124,38,9,0.237,0,0,742,1825,202,10,48.37,Medium
CASE/1962/2017,WES-HOW-15,West Bengal,Howrah,JDG-461,Appeal,General_Civil,Full_Bench,Execution,7,2015-01-22,3631,103,87,28,0.322,0,0,1204,2190,1441,120,47.9,Medium
CASE/4139/2015,DEL-EAS-16,Delhi,East,JDG-456,Appeal,Motor_Accident,Sessions,Judgment,6,2017-10-31,2618,56,50,17,0.34,0,0,990,1825,793,26,45.79,Medium
CASE/1394/2024,MAH-NAS-20,Maharashtra,Nashik,JDG-188,Writ,Senior_Citizen,Single_Judge,Arguments,5,2022-06-21,924,4,22,9,0.409,0,0,91,180,744,98,53.04,High
CASE/2307/2022,GUJ-VAD-14,Gujarat,Vadodara,JDG-227,Criminal,Matrimonial,Sessions,Judgment,6,2022-07-01,914,32,26,8,0.308,0,0,681,1825,0,34,29.48,Medium
CASE/8994/2015,TAM-SAL-05,Tamil Nadu,Salem,JDG-543,Execution,NDPS,Full_Bench,Execution,7,2023-08-29,490,92,10,6,0.6,1,0,478,1095,0,10,45.32,Medium
CASE/9112/2018,MAD-JAB-20,Madhya Pradesh,Jabalpur,JDG-906,Criminal,Commercial,Full_Bench,Execution,7,2021-07-16,1264,18,20,6,0.3,0,0,219,365,899,51,56.03,High
CASE/2570/2021,MAH-PUN-15,Maharashtra,Pune,JDG-370,Appeal,General_Civil,Single_Judge,Arguments,5,2017-04-06,2826,76,62,19,0.306,0,0,725,2190,636,12,51.68,High
CASE/9923/2022,UTT-ALL-11,Uttar Pradesh,Allahabad,JDG-183,Criminal,POCSO,Full_Bench,Execution,7,2020-11-15,1507,3,36,23,0.639,0,0,104,365,1142,10,55.16,High
CASE/1213/2024,RAJ-JAI-06,Rajasthan,Jaipur,JDG-605,Civil,POCSO,Magistrate,Execution,7,2015-04-10,3553,18,78,26,0.333,0,0,129,365,3188,10,41.78,Medium
CASE/2866/2018,MAD-IND-14,Madhya Pradesh,Indore,JDG-575,Writ,General_Civil,Full_Bench,Arguments,5,2020-02-06,1790,9,51,17,0.333,0,0,919,2190,0,77,45.83,Medium
CASE/8708/2019,WES-KOL-04,West Bengal,Kolkata,JDG-886,Writ,Matrimonial,Magistrate,Execution,7,2021-07-20,1260,12,38,17,0.447,0,0,485,1825,0,60,39.68,Medium
CASE/1822/2016,TAM-MAD-01,Tamil Nadu,Madurai,JDG-968,Revision,POCSO,Full_Bench,Arguments,5,2015-09-12,3398,16,80,18,0.225,0,0,142,365,3033,33,49.43,Medium
CASE/7841/2021,KAR-BEN-06,Karnataka,Bengaluru,JDG-593,Civil,NDPS,Magistrate,Execution,7,2023-02-11,689,94,12,2,0.167,1,0,398,1095,0,10,44.07,Medium
CASE/6372/2021,BIH-BHA-04,Bihar,Bhagalpur,JDG-306,Revision,General_Criminal,Full_Bench,Arguments,5,2018-04-01,2466,48,58,18,0.31,0,0,529,730,1736,66,50.22,High
CASE/2013/2015,TAM-COI-15,Tamil Nadu,Coimbatore,JDG-548,Criminal,Commercial,Full_Bench,Execution,7,2019-12-03,1855,0,33,12,0.364,0,0,372,365,1490,31,47.13,Medium
CASE/7695/2022,WES-KOL-07,West Bengal,Kolkata,JDG-760,Civil,SC_ST,Division_Bench,Execution,7,2020-02-19,1777,6,30,8,0.267,0,0,199,730,1047,17,49.18,Medium
CASE/4322/2016,GUJ-SUR-08,Gujarat,Surat,JDG-192,Appeal,General_Criminal,Full_Bench,Arguments,5,2018-01-11,2546,2,51,23,0.451,0,0,555,730,1816,32,47.65,Medium
CASE/8781/2023,KAR-MAN-12,Karnataka,Mangaluru,JDG-568,Revision,Property_Dispute,Division_Bench,Judgment,6,2015-02-26,3596,54,87,39,0.448,0,0,941,2920,676,28,46.88,Medium
CASE/3232/2020,KAR-BEN-20,Karnataka,Bengaluru,JDG-173,Execution,General_Criminal,Full_Bench,Arguments,5,2016-11-02,2981,54,81,30,0.37,0,0,418,730,2251,68,55.46,High
CASE/5871/2020,KAR-BEN-20,Karnataka,Bengaluru,JDG-610,Appeal,General_Civil,Magistrate,Execution,7,2018-07-02,2374,79,65,23,0.354,0,0,871,2190,184,43,47.83,Medium
CASE/8973/2022,MAH-MUM-10,Maharashtra,Mumbai,JDG-235,Writ,Property_Dispute,Single_Judge,Arguments,5,2015-06-27,3475,384,80,19,0.237,1,0,1017,2920,555,10,64.09,High
CASE/3140/2019,BIH-PAT-18,Bihar,Patna,JDG-501,Civil,Property_Dispute,Single_Judge,Execution,7,2016-02-13,3244,74,72,25,0.347,0,0,966,2920,324,32,49.72,Medium
CASE/0146/2023,TAM-SAL-03,Tamil Nadu,Salem,JDG-205,Civil,POCSO,Single_Judge,Execution,7,2017-03-30,2833,11,59,27,0.458,0,0,153,365,2468,59,45.95,Medium
CASE/9119/2015,GUJ-SUR-11,Gujarat,Surat,JDG-518,Appeal,Senior_Citizen,Full_Bench,Judgment,6,2015-07-05,3467,9,101,38,0.376,0,0,83,180,3287,122,46.6,Medium
CASE/4727/2016,MAH-NAS-07,Maharashtra,Nashik,JDG-243,Execution,General_Civil,Magistrate,Execution,7,2021-09-28,1190,18,26,9,0.346,0,0,1084,2190,0,113,38.04,Medium
